DataPoint,Cycle Index,Step Index,Step started to end the identification ,Step Type,Time,Total Time,Current(A),Voltage(V),Capacity(Ah),Spec. Cap.(mAh/g),Chg. Cap.(Ah),Chg. Spec. Cap.(mAh/g),DChg. Cap.(Ah),DChg. Spec. Cap.(mAh/g),Energy(Wh),Spec. Energy(mWh/g),Chg. Energy(Wh),Chg. Spec. Energy(mWh/g),DChg. Energy(Wh),DChg. Spec. Energy(mWh/g),Date,Power(W),dQ/dV(mAh/V),dQm/dV(mAh/V.g),Contact resistance(mΩ),Module start-stop switch,SOC/DOD(%),LgD
188,1,2,,Rest,00:00:30,01:32:59,0.0000,54.8731,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-01 14:20:53,0.0000,0.0,0.0,0.00,Close,0.00,
189,1,2,,Rest,00:01:00,01:33:29,0.0000,54.5618,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-01 14:21:23,0.0000,0.0,0.0,0.00,Close,0.00,
190,1,2,,Rest,00:01:30,01:33:59,0.0000,54.3750,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-01 14:21:53,0.0000,0.0,0.0,0.00,Close,0.00,
191,1,2,,Rest,00:02:00,01:34:29,0.0000,54.2473,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-01 14:22:23,0.0000,0.0,0.0,0.00,Close,0.00,
192,1,2,,Rest,00:02:30,01:34:59,0.0000,54.1514,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-01 14:22:53,0.0000,0.0,0.0,0.00,Close,0.00,
193,1,2,,Rest,00:03:00,01:35:29,0.0000,54.0790,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-01 14:23:23,0.0000,0.0,0.0,0.00,Close,0.00,
194,1,2,,Rest,00:03:30,01:35:59,0.0000,54.0210,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-01 14:23:53,0.0000,0.0,0.0,0.00,Close,0.00,
195,1,2,,Rest,00:04:00,01:36:29,0.0000,53.9703,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-01 14:24:23,0.0000,0.0,0.0,0.00,Close,0.00,
196,1,2,,Rest,00:04:30,01:36:59,0.0000,53.9330,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-01 14:24:53,0.0000,0.0,0.0,0.00,Close,0.00,
197,1,2,,Rest,00:05:00,01:37:29,0.0000,53.8996,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-01 14:25:23,0.0000,0.0,0.0,0.00,Close,0.00,
198,1,2,,Rest,00:05:30,01:37:59,0.0000,53.8705,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-01 14:25:53,0.0000,0.0,0.0,0.00,Close,0.00,
199,1,2,,Rest,00:06:00,01:38:29,0.0000,53.8469,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-01 14:26:23,0.0000,0.0,0.0,0.00,Close,0.00,
200,1,2,,Rest,00:06:30,01:38:59,0.0000,53.8247,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-01 14:26:53,0.0000,0.0,0.0,0.00,Close,0.00,
201,1,2,,Rest,00:07:00,01:39:29,0.0000,53.8054,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-01 14:27:23,0.0000,0.0,0.0,0.00,Close,0.00,
202,1,2,,Rest,00:07:30,01:39:59,0.0000,53.7878,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-01 14:27:53,0.0000,0.0,0.0,0.00,Close,0.00,
203,1,2,,Rest,00:08:00,01:40:29,0.0000,53.7718,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-01 14:28:23,0.0000,0.0,0.0,0.00,Close,0.00,
204,1,2,,Rest,00:08:30,01:40:59,0.0000,53.7600,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-01 14:28:53,0.0000,0.0,0.0,0.00,Close,0.00,
205,1,2,,Rest,00:09:00,01:41:29,0.0000,53.7464,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-01 14:29:23,0.0000,0.0,0.0,0.00,Close,0.00,
206,1,2,,Rest,00:09:30,01:41:59,0.0000,53.7339,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-01 14:29:53,0.0000,0.0,0.0,0.00,Close,0.00,
207,1,2,,Rest,00:10:00,01:42:29,0.0000,53.7236,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-01 14:30:23,0.0000,0.0,0.0,0.00,Close,0.00,
208,1,3,0,CC DChg,00:00:00,01:42:29,-49.9971,53.2469,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-01 14:30:23,-2662.1932,0.0,0.0,0.00,Close,0.00,
209,1,3,,CC DChg,00:00:30,01:42:59,-49.9960,52.5442,0.4167,416664.53,0.0000,0.00,0.4167,416664.53,21.9767,21976667.02,0.0000,0.00,21.9767,21976667.02,2024-07-01 14:30:53,-2626.9977,-592.9,-592948.0,0.00,Close,0.41,
210,1,3,,CC DChg,00:01:00,01:43:29,-50.0005,52.3406,0.8333,833328.98,0.0000,0.00,0.8333,833328.98,43.8215,43821494.04,0.0000,0.00,43.8215,43821494.04,2024-07-01 14:31:23,-2617.0546,-2046.5,-2046485.5,0.00,Close,0.82,
211,1,3,,CC DChg,00:01:30,01:43:59,-50.0013,52.2557,1.2500,1249993.60,0.0000,0.00,1.2500,1249993.60,65.6094,65609437.87,0.0000,0.00,65.6094,65609437.87,2024-07-01 14:31:53,-2612.8503,-4907.7,-4907710.5,0.00,Close,1.23,
212,1,3,,CC DChg,00:02:00,01:44:29,-50.0019,52.2271,1.6667,1666658.84,0.0000,0.00,1.6667,1666658.84,87.3754,87375377.07,0.0000,0.00,87.3754,87375377.07,2024-07-01 14:32:23,-2611.4558,-14568.7,-14568714.8,0.00,Close,1.64,
213,1,3,,CC DChg,00:02:30,01:44:59,-50.0012,52.2191,2.0833,2083325.16,0.0000,0.00,2.0833,2083325.16,109.1346,109134586.31,0.0000,0.00,109.1346,109134586.31,2024-07-01 14:32:53,-2611.0166,-52083.3,-52083288.9,0.00,Close,2.05,
214,1,3,,CC DChg,00:03:00,01:45:29,-50.0020,52.2177,2.5000,2499990.58,0.0000,0.00,2.5000,2499990.58,130.8920,130892003.56,0.0000,0.00,130.8920,130892003.56,2024-07-01 14:33:23,-2610.9900,-297618.2,-297618158.7,0.00,Close,2.46,
215,1,3,,CC DChg,00:03:30,01:45:59,-50.0009,52.2170,2.9167,2916655.82,0.0000,0.00,2.9167,2916655.82,152.6491,152649136.36,0.0000,0.00,152.6491,152649136.36,2024-07-01 14:33:53,-2610.8960,-595236.1,-595236063.5,0.00,Close,2.87,
216,1,3,,CC DChg,00:04:00,01:46:29,-50.0049,52.2190,3.3333,3333318.40,0.0000,0.00,3.3333,3333318.40,174.4070,174406951.82,0.0000,0.00,174.4070,174406951.82,2024-07-01 14:34:23,-2611.2048,208331.3,208331288.9,0.00,Close,3.28,
217,1,3,,CC DChg,00:04:30,01:46:59,-50.0047,52.2191,3.7500,3749982.58,0.0000,0.00,3.7500,3749982.58,196.1648,196164812.80,0.0000,0.00,196.1648,196164812.80,2024-07-01 14:34:53,-2611.2025,4166641.8,4166641777.9,0.00,Close,3.70,
218,1,3,,CC DChg,00:05:00,01:47:29,-49.9983,52.2205,4.1666,4166648.89,0.0000,0.00,4.1666,4166648.89,217.9232,217923151.64,0.0000,0.00,217.9232,217923151.64,2024-07-01 14:35:23,-2610.9347,297618.8,297618793.7,0.00,Close,4.11,
219,1,3,,CC DChg,00:05:30,01:47:59,-49.9938,52.2187,4.5833,4583315.56,0.0000,0.00,4.5833,4583315.56,239.6814,239681376.71,0.0000,0.00,239.6814,239681376.71,2024-07-01 14:35:53,-2610.6086,-231481.5,-231481481.5,0.00,Close,4.52,
220,1,3,,CC DChg,00:06:00,01:48:29,-50.0006,52.2201,5.0000,4999981.16,0.0000,0.00,5.0000,4999981.16,261.4397,261439692.80,0.0000,0.00,261.4397,261439692.80,2024-07-01 14:36:23,-2611.0353,297618.3,297618285.7,0.00,Close,4.93,
221,1,3,,CC DChg,00:06:30,01:48:59,-49.9963,52.2210,5.4166,5416646.04,0.0000,0.00,5.4166,5416646.04,283.1978,283197804.09,0.0000,0.00,283.1978,283197804.09,2024-07-01 14:36:53,-2610.8542,462961.0,462960987.7,0.00,Close,5.34,
222,1,3,,CC DChg,00:07:00,01:49:29,-49.9988,52.2189,5.8333,5833311.64,0.0000,0.00,5.8333,5833311.64,304.9559,304955915.38,0.0000,0.00,304.9559,304955915.38,2024-07-01 14:37:23,-2610.8818,-198412.2,-198412190.5,0.00,Close,5.75,
223,1,3,,CC DChg,00:07:30,01:49:59,-49.9980,52.4072,6.2447,6244701.87,0.0000,0.00,6.2447,6244701.87,326.4915,326491477.33,0.0000,0.00,326.4915,326491477.33,2024-07-01 14:51:28,-2620.2547,2184.8,2184759.5,0.00,Close,6.15,
224,1,3,,CC DChg,00:08:00,01:50:29,-50.0014,52.2744,6.6614,6661369.60,0.0000,0.00,6.6614,6661369.60,348.2954,348295350.04,0.0000,0.00,348.2954,348295350.04,2024-07-01 14:51:58,-2613.7921,-3137.6,-3137558.2,0.00,Close,6.56,
225,1,3,,CC DChg,00:08:30,01:50:59,-49.9978,52.2231,7.0780,7078035.91,0.0000,0.00,7.0780,7078035.91,370.0645,370064452.27,0.0000,0.00,370.0645,370064452.27,2024-07-01 14:52:28,-2611.0380,-8122.2,-8122150.3,0.00,Close,6.97,
226,1,3,,CC DChg,00:09:00,01:51:29,-49.9972,52.2014,7.4947,7494700.80,0.0000,0.00,7.4947,7494700.80,391.8187,391818717.87,0.0000,0.00,391.8187,391818717.87,2024-07-01 14:52:58,-2609.9233,-19201.1,-19201147.0,0.00,Close,7.39,
227,1,3,,CC DChg,00:09:30,01:51:59,-49.9934,52.1870,7.9114,7911364.98,0.0000,0.00,7.9114,7911364.98,413.5661,413566111.29,0.0000,0.00,413.5661,413566111.29,2024-07-01 14:53:28,-2609.0056,-28935.0,-28935012.3,0.00,Close,7.80,
228,1,3,,CC DChg,00:10:00,01:52:29,-50.0028,52.1815,8.3280,8328032.00,0.0000,0.00,8.3280,8328032.00,435.3094,435309363.20,0.0000,0.00,435.3094,435309363.20,2024-07-01 14:53:58,-2609.2185,-75757.6,-75757640.4,0.00,Close,8.21,
229,1,3,,CC DChg,00:10:30,01:52:59,-50.0005,52.1767,8.7447,8744696.89,0.0000,0.00,8.7447,8744696.89,457.0505,457050476.09,0.0000,0.00,457.0505,457050476.09,2024-07-01 14:54:28,-2608.8595,-86805.2,-86805185.2,0.00,Close,8.62,
230,1,3,,CC DChg,00:11:00,01:53:29,-49.9961,52.1751,9.1614,9161363.91,0.0000,0.00,9.1614,9161363.91,478.7902,478790223.64,0.0000,0.00,478.7902,478790223.64,2024-07-01 14:54:58,-2608.5541,-260416.9,-260416888.9,0.00,Close,9.03,
231,1,3,,CC DChg,00:11:30,01:53:59,-50.0047,52.1728,9.5780,9578030.22,0.0000,0.00,9.5780,9578030.22,500.5292,500529243.02,0.0000,0.00,500.5292,500529243.02,2024-07-01 14:55:28,-2608.8852,-181159.3,-181159265.7,0.00,Close,9.44,
232,1,3,,CC DChg,00:12:00,01:54:29,-49.9993,52.1720,9.9947,9994693.69,0.0000,0.00,9.9947,9994693.69,522.2672,522267215.64,0.0000,0.00,522.2672,522267215.64,2024-07-01 14:55:58,-2608.5609,-520829.3,-520829333.3,0.00,Close,9.85,
233,1,3,,CC DChg,00:12:30,01:54:59,-49.9974,52.1668,10.4114,10411358.58,0.0000,0.00,10.4114,10411358.58,544.0046,544004596.62,0.0000,0.00,544.0046,544004596.62,2024-07-01 14:56:28,-2608.2049,-80127.9,-80127863.2,0.00,Close,10.26,
234,1,3,,CC DChg,00:13:00,01:55:29,-49.9963,52.1674,10.8280,10828027.73,0.0000,0.00,10.8280,10828027.73,565.7416,565741568.00,0.0000,0.00,565.7416,565741568.00,2024-07-01 14:56:58,-2608.1770,694448.6,694448592.6,0.00,Close,10.67,
235,1,3,,CC DChg,00:13:30,01:55:59,-50.0012,52.1654,11.2447,11244693.33,0.0000,0.00,11.2447,11244693.33,587.4774,587477447.11,0.0000,0.00,587.4774,587477447.11,2024-07-01 14:57:28,-2608.3326,-208332.8,-208332800.0,0.00,Close,11.08,
236,1,3,,CC DChg,00:14:00,01:56:29,-49.9993,52.1639,11.6614,11661358.93,0.0000,0.00,11.6614,11661358.93,609.2131,609213144.18,0.0000,0.00,609.2131,609213144.18,2024-07-01 14:57:58,-2608.1590,-277777.1,-277777066.7,0.00,Close,11.49,
237,1,3,,CC DChg,00:14:30,01:56:59,-50.0018,52.1629,12.0780,12078025.96,0.0000,0.00,12.0780,12078025.96,630.9482,630948249.60,0.0000,0.00,630.9482,630948249.60,2024-07-01 14:58:28,-2608.2373,-416667.0,-416667022.2,0.00,Close,11.90,
238,1,3,,CC DChg,00:15:00,01:57:29,-50.0002,52.1610,12.4947,12494691.56,0.0000,0.00,12.4947,12494691.56,652.6825,652682535.82,0.0000,0.00,652.6825,652682535.82,2024-07-01 14:58:58,-2608.0594,-219297.7,-219297684.2,0.00,Close,12.31,
239,1,3,,CC DChg,00:15:30,01:57:59,-49.9949,52.1621,12.9114,12911357.16,0.0000,0.00,12.9114,12911357.16,674.4164,674416412.44,0.0000,0.00,674.4164,674416412.44,2024-07-01 14:59:28,-2607.8400,378786.9,378786909.1,0.00,Close,12.72,
240,1,3,,CC DChg,00:16:00,01:58:29,-50.0036,52.1576,13.3280,13328024.18,0.0000,0.00,13.3280,13328024.18,696.1497,696149742.93,0.0000,0.00,696.1497,696149742.93,2024-07-01 14:59:58,-2608.0652,-92592.7,-92592671.6,0.00,Close,13.13,
241,1,3,,CC DChg,00:16:30,01:58:59,-49.9959,52.1565,13.7447,13744688.36,0.0000,0.00,13.7447,13744688.36,717.8822,717882163.20,0.0000,0.00,717.8822,717882163.20,2024-07-01 15:00:28,-2607.6117,-378785.6,-378785616.2,0.00,Close,13.54,
242,1,3,,CC DChg,00:17:00,01:59:29,-49.9949,52.1568,14.1614,14161353.96,0.0000,0.00,14.1614,14161353.96,739.6140,739613991.82,0.0000,0.00,739.6140,739613991.82,2024-07-01 15:00:58,-2607.5750,1388885.3,1388885333.4,0.00,Close,13.95,
243,1,3,,CC DChg,00:17:30,01:59:59,-50.0005,52.1552,14.5780,14578019.56,0.0000,0.00,14.5780,14578019.56,761.3454,761345410.84,0.0000,0.00,761.3454,761345410.84,2024-07-01 15:01:28,-2607.7850,-260416.0,-260416000.0,0.00,Close,14.36,
244,1,3,,CC DChg,00:18:00,02:00:29,-50.0016,52.1538,14.9947,14994686.58,0.0000,0.00,14.9947,14994686.58,783.0763,783076283.73,0.0000,0.00,783.0763,783076283.73,2024-07-01 15:01:58,-2607.7755,-297619.3,-297619301.6,0.00,Close,14.78,
245,1,3,,CC DChg,00:18:30,02:00:59,-50.0006,52.1503,15.4114,15411355.02,0.0000,0.00,15.4114,15411355.02,804.8067,804806656.00,0.0000,0.00,804.8067,804806656.00,2024-07-01 15:02:28,-2607.5468,-119048.1,-119048127.0,0.00,Close,15.19,
246,1,3,,CC DChg,00:19:00,02:01:29,-49.9961,52.1489,15.8280,15828020.62,0.0000,0.00,15.8280,15828020.62,826.5359,826535936.00,0.0000,0.00,826.5359,826535936.00,2024-07-01 15:02:58,-2607.2390,-297618.3,-297618285.7,0.00,Close,15.60,
247,1,3,,CC DChg,00:19:30,02:01:59,-49.9964,52.1452,16.2447,16244687.64,0.0000,0.00,16.2447,16244687.64,848.2642,848264214.76,0.0000,0.00,848.2642,848264214.76,2024-07-01 15:03:28,-2607.0697,-112612.7,-112612708.7,0.00,Close,16.01,
248,1,3,,CC DChg,00:20:00,02:02:29,-50.0004,52.1426,16.6614,16661356.09,0.0000,0.00,16.6614,16661356.09,869.9909,869990855.11,0.0000,0.00,869.9909,869990855.11,2024-07-01 15:03:58,-2607.1519,-160257.1,-160257094.0,0.00,Close,16.42,
249,1,3,,CC DChg,00:20:30,02:02:59,-50.0046,52.1402,17.0780,17078021.69,0.0000,0.00,17.0780,17078021.69,891.7163,891716312.18,0.0000,0.00,891.7163,891716312.18,2024-07-01 15:04:28,-2607.2483,-173610.7,-173610666.7,0.00,Close,16.83,
250,1,3,,CC DChg,00:21:00,02:03:29,-50.0005,52.1366,17.4947,17494687.29,0.0000,0.00,17.4947,17494687.29,913.4403,913440312.89,0.0000,0.00,913.4403,913440312.89,2024-07-01 15:04:58,-2606.8571,-115740.4,-115740444.4,0.00,Close,17.24,
251,1,3,,CC DChg,00:21:30,02:03:59,-50.0046,52.1338,17.9114,17911354.31,0.0000,0.00,17.9114,17911354.31,935.1631,935163130.31,0.0000,0.00,935.1631,935163130.31,2024-07-01 15:05:28,-2606.9314,-148809.7,-148809650.8,0.00,Close,17.65,
252,1,3,,CC DChg,00:22:00,02:04:29,-49.9932,52.1303,18.3280,18328021.33,0.0000,0.00,18.3280,18328021.33,956.8849,956884855.47,0.0000,0.00,956.8849,956884855.47,2024-07-01 15:05:58,-2606.1590,-119047.7,-119047720.6,0.00,Close,18.06,
253,1,3,,CC DChg,00:22:30,02:04:59,-50.0000,52.1273,18.7447,18744686.93,0.0000,0.00,18.7447,18744686.93,978.6057,978605670.40,0.0000,0.00,978.6057,978605670.40,2024-07-01 15:06:28,-2606.3660,-138888.5,-138888533.3,0.00,Close,18.47,
254,1,3,,CC DChg,00:23:00,02:05:29,-50.0097,52.1256,19.1614,19161351.11,0.0000,0.00,19.1614,19161351.11,1000.3249,1000324937.96,0.0000,0.00,1000.3249,1000324937.96,2024-07-01 15:06:58,-2606.7851,-245096.6,-245096575.2,0.00,Close,18.88,
255,1,3,,CC DChg,00:23:30,02:05:59,-50.0026,52.1214,19.5780,19578018.13,0.0000,0.00,19.5780,19578018.13,1022.0426,1022042567.11,0.0000,0.00,1022.0426,1022042567.11,2024-07-01 15:07:28,-2606.2045,-99206.4,-99206433.9,0.00,Close,19.29,
256,1,3,,CC DChg,00:24:00,02:06:29,-49.9977,52.1168,19.9947,19994682.31,0.0000,0.00,19.9947,19994682.31,1043.7584,1043758375.82,0.0000,0.00,1043.7584,1043758375.82,2024-07-01 15:07:58,-2605.7217,-90579.2,-90579169.1,0.00,Close,19.70,
257,1,3,,CC DChg,00:24:30,02:06:59,-50.0011,52.1113,20.4113,20411346.49,0.0000,0.00,20.4113,20411346.49,1065.4725,1065472455.11,0.0000,0.00,1065.4725,1065472455.11,2024-07-01 15:08:28,-2605.6239,-75757.1,-75757123.2,0.00,Close,20.11,
258,1,3,,CC DChg,00:25:00,02:07:29,-49.9983,52.1092,20.8280,20828013.51,0.0000,0.00,20.8280,20828013.51,1087.1853,1087185260.09,0.0000,0.00,1087.1853,1087185260.09,2024-07-01 15:08:58,-2605.3688,-198412.9,-198412867.7,0.00,Close,20.52,
259,1,3,,CC DChg,00:25:30,02:07:59,-50.0033,52.1063,21.2447,21244680.53,0.0000,0.00,21.2447,21244680.53,1108.8964,1108896426.67,0.0000,0.00,1108.8964,1108896426.67,2024-07-01 15:09:28,-2605.4843,-143678.3,-143678283.5,0.00,Close,20.93,
260,1,3,,CC DChg,00:26:00,02:08:29,-49.9986,52.1002,21.6613,21661344.71,0.0000,0.00,21.6613,21661344.71,1130.6055,1130605499.73,0.0000,0.00,1130.6055,1130605499.73,2024-07-01 15:09:58,-2604.9391,-68305.6,-68305602.9,0.00,Close,21.34,
261,1,3,,CC DChg,00:26:30,02:08:59,-49.9996,52.0943,22.0780,22078008.89,0.0000,0.00,22.0780,22078008.89,1152.3126,1152312570.31,0.0000,0.00,1152.3126,1152312570.31,2024-07-01 15:10:28,-2604.6916,-70621.0,-70621047.1,0.00,Close,21.76,
262,1,3,,CC DChg,00:27:00,02:09:29,-50.0036,52.0885,22.4947,22494675.91,0.0000,0.00,22.4947,22494675.91,1174.0172,1174017183.29,0.0000,0.00,1174.0172,1174017183.29,2024-07-01 15:10:58,-2604.6125,-71839.1,-71839141.8,0.00,Close,22.17,
263,1,3,,CC DChg,00:27:30,02:09:59,-49.9962,52.0854,22.9113,22911342.93,0.0000,0.00,22.9113,22911342.93,1195.7198,1195719793.78,0.0000,0.00,1195.7198,1195719793.78,2024-07-01 15:11:28,-2604.0716,-134408.7,-134408716.8,0.00,Close,22.58,
264,1,3,,CC DChg,00:28:00,02:10:29,-49.9997,52.0784,23.3280,23328007.11,0.0000,0.00,23.3280,23328007.11,1217.4199,1217419946.67,0.0000,0.00,1217.4199,1217419946.67,2024-07-01 15:11:58,-2603.9065,-59523.5,-59523454.0,0.00,Close,22.99,
265,1,3,,CC DChg,00:28:30,02:10:59,-49.9973,52.0705,23.7447,23744672.71,0.0000,0.00,23.7447,23744672.71,1239.1178,1239117824.00,0.0000,0.00,1239.1178,1239117824.00,2024-07-01 15:12:28,-2603.3818,-52742.5,-52742481.0,0.00,Close,23.40,
266,1,3,,CC DChg,00:29:00,02:11:29,-49.9994,52.0653,24.1613,24161336.89,0.0000,0.00,24.1613,24161336.89,1260.8125,1260812515.56,0.0000,0.00,1260.8125,1260812515.56,2024-07-01 15:12:58,-2603.2358,-80127.7,-80127726.5,0.00,Close,23.81,
267,1,3,,CC DChg,00:29:30,02:11:59,-49.9964,52.0580,24.5780,24577999.64,0.0000,0.00,24.5780,24577999.64,1282.5046,1282504567.47,0.0000,0.00,1282.5046,1282504567.47,2024-07-01 15:13:28,-2602.7100,-57077.1,-57077089.8,0.00,Close,24.22,
268,1,3,,CC DChg,00:30:00,02:12:29,-50.0030,52.0495,24.9947,24994668.09,0.0000,0.00,24.9947,24994668.09,1304.1945,1304194525.87,0.0000,0.00,1304.1945,1304194525.87,2024-07-01 15:13:58,-2602.6301,-49019.8,-49019817.0,0.00,Close,24.63,
269,1,3,,CC DChg,00:30:30,02:12:59,-50.0007,52.0419,25.4113,25411330.84,0.0000,0.00,25.4113,25411330.84,1325.8806,1325880570.31,0.0000,0.00,1325.8806,1325880570.31,2024-07-01 15:14:28,-2602.1309,-54824.0,-54824046.8,0.00,Close,25.04,
270,1,3,,CC DChg,00:31:00,02:13:29,-49.9910,52.0347,25.8280,25827996.44,0.0000,0.00,25.8280,25827996.44,1347.5633,1347563337.96,0.0000,0.00,1347.5633,1347563337.96,2024-07-01 15:14:58,-2601.2672,-57870.2,-57870222.2,0.00,Close,25.45,
271,1,3,,CC DChg,00:31:30,02:13:59,-50.0014,52.0257,26.2447,26244664.89,0.0000,0.00,26.2447,26244664.89,1369.2425,1369242464.71,0.0000,0.00,1369.2425,1369242464.71,2024-07-01 15:15:28,-2601.3594,-46296.5,-46296493.8,0.00,Close,25.86,
272,1,3,,CC DChg,00:32:00,02:14:29,-50.0007,52.0170,26.6613,26661327.64,0.0000,0.00,26.6613,26661327.64,1390.9179,1390917859.56,0.0000,0.00,1390.9179,1390917859.56,2024-07-01 15:15:58,-2600.8885,-47892.3,-47892270.8,0.00,Close,26.27,
273,1,3,,CC DChg,00:32:30,02:14:59,-49.9983,52.0065,27.0780,27077990.40,0.0000,0.00,27.0780,27077990.40,1412.5892,1412589249.42,0.0000,0.00,1412.5892,1412589249.42,2024-07-01 15:16:28,-2600.2387,-39682.2,-39682167.2,0.00,Close,26.68,
274,1,3,,CC DChg,00:33:00,02:15:29,-50.0030,51.9948,27.4947,27494658.84,0.0000,0.00,27.4947,27494658.84,1434.2562,1434256179.20,0.0000,0.00,1434.2562,1434256179.20,2024-07-01 15:16:58,-2599.8944,-35612.7,-35612687.6,0.00,Close,27.09,
275,1,3,,CC DChg,00:33:30,02:15:59,-49.9977,51.9831,27.9113,27911327.29,0.0000,0.00,27.9113,27911327.29,1455.9188,1455918830.93,0.0000,0.00,1455.9188,1455918830.93,2024-07-01 15:17:28,-2599.0334,-35612.7,-35612687.6,0.00,Close,27.50,
276,1,3,,CC DChg,00:34:00,02:16:29,-50.0037,51.9724,28.3280,28327990.04,0.0000,0.00,28.3280,28327990.04,1477.5763,1477576294.40,0.0000,0.00,1477.5763,1477576294.40,2024-07-01 15:17:58,-2598.8118,-38940.4,-38940444.4,0.00,Close,27.91,
277,1,3,,CC DChg,00:34:30,02:16:59,-50.0033,51.9591,28.7447,28744658.49,0.0000,0.00,28.7447,28744658.49,1499.2288,1499228842.67,0.0000,0.00,1499.2288,1499228842.67,2024-07-01 15:18:28,-2598.1280,-31328.5,-31328454.5,0.00,Close,28.32,
278,1,3,,CC DChg,00:35:00,02:17:29,-49.9961,51.9450,29.1613,29161321.24,0.0000,0.00,29.1613,29161321.24,1520.8756,1520875565.51,0.0000,0.00,1520.8756,1520875565.51,2024-07-01 15:18:58,-2597.0453,-29550.6,-29550550.0,0.00,Close,28.73,
279,1,3,,CC DChg,00:35:30,02:17:59,-49.9962,51.9297,29.5780,29577989.69,0.0000,0.00,29.5780,29577989.69,1542.5156,1542515552.71,0.0000,0.00,1542.5156,1542515552.71,2024-07-01 15:19:28,-2596.2887,-27233.2,-27233231.7,0.00,Close,29.15,
280,1,3,,CC DChg,00:36:00,02:18:29,-49.9993,51.9152,29.9947,29994652.44,0.0000,0.00,29.9947,29994652.44,1564.1501,1564150078.58,0.0000,0.00,1564.1501,1564150078.58,2024-07-01 15:19:58,-2595.7237,-28735.4,-28735362.5,0.00,Close,29.56,
281,1,3,,CC DChg,00:36:30,02:18:59,-49.9971,51.9004,30.4113,30411318.04,0.0000,0.00,30.4113,30411318.04,1585.7784,1585778414.93,0.0000,0.00,1585.7784,1585778414.93,2024-07-01 15:20:28,-2594.8695,-28153.1,-28153081.1,0.00,Close,29.97,
282,1,3,,CC DChg,00:37:00,02:19:29,-50.0023,51.8850,30.8280,30827980.80,0.0000,0.00,30.8280,30827980.80,1607.4000,1607400015.64,0.0000,0.00,1607.4000,1607400015.64,2024-07-01 15:20:58,-2594.3678,-27056.0,-27056023.1,0.00,Close,30.38,
283,1,3,,CC DChg,00:37:30,02:19:59,-49.9921,51.8697,31.2446,31244646.40,0.0000,0.00,31.2446,31244646.40,1629.0156,1629015608.89,0.0000,0.00,1629.0156,1629015608.89,2024-07-01 15:21:28,-2593.0737,-27233.0,-27233045.8,0.00,Close,30.79,
284,1,3,,CC DChg,00:38:00,02:20:29,-50.0018,51.8525,31.6613,31661312.00,0.0000,0.00,31.6613,31661312.00,1650.6245,1650624466.49,0.0000,0.00,1650.6245,1650624466.49,2024-07-01 15:21:58,-2592.7194,-24224.7,-24224744.2,0.00,Close,31.20,
