DataPoint,Cycle Index,Step Index,Step started to end the identification ,Step Type,Time,Total Time,Current(A),Voltage(V),Capacity(Ah),Spec. Cap.(mAh/g),Chg. Cap.(Ah),Chg. Spec. Cap.(mAh/g),DChg. Cap.(Ah),DChg. Spec. Cap.(mAh/g),Energy(Wh),Spec. Energy(mWh/g),Chg. Energy(Wh),Chg. Spec. Energy(mWh/g),DChg. Energy(Wh),DChg. Spec. Energy(mWh/g),Date,Power(W),dQ/dV(mAh/V),dQm/dV(mAh/V.g),Contact resistance(mΩ),Module start-stop switch,SOC/DOD(%),LgD
188,1,1,,CCCV Chg,01:33:30,01:33:30,49.9984,56.5023,77.9161,77916097.42,77.9161,77916097.42,0.0000,0.00,4252.0128,4252012817.07,4252.0128,4252012817.07,0.0000,0.00,2024-07-02 10:46:57,2825.0229,1229.8,1229810.8,0.00,Close,99.24,
189,1,1,,CCCV Chg,01:34:00,01:34:00,49.9975,57.0890,78.3328,78332757.33,78.3328,78332757.33,0.0000,0.00,4275.6644,4275664395.38,4275.6644,4275664395.38,0.0000,0.00,2024-07-02 10:47:27,2854.3078,710.2,710175.4,0.00,Close,99.77,
190,1,1,,CCCV Chg,01:34:12,01:34:12,0.6449,58.8721,78.5121,78512054.04,78.5121,78512054.04,0.0000,0.00,4285.9343,4285934250.67,4285.9343,4285934250.67,0.0000,0.00,2024-07-02 10:47:40,37.9649,100.6,100553.4,0.00,Close,100.00,
191,1,2,0,Rest,00:00:00,01:34:12,0.0000,59.5158,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-02 10:47:40,0.0000,0.0,0.0,0.00,Close,0.00,
192,1,2,,Rest,00:00:30,01:34:42,0.0000,55.0887,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-02 10:48:10,0.0000,0.0,0.0,0.00,Close,0.00,
193,1,2,,Rest,00:01:00,01:35:12,0.0000,54.7591,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-02 10:48:40,0.0000,0.0,0.0,0.00,Close,0.00,
194,1,2,,Rest,00:01:30,01:35:42,0.0000,54.5582,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-02 10:49:10,0.0000,0.0,0.0,0.00,Close,0.00,
195,1,2,,Rest,00:02:00,01:36:12,0.0000,54.4228,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-02 10:49:40,0.0000,0.0,0.0,0.00,Close,0.00,
196,1,2,,Rest,00:02:30,01:36:42,0.0000,54.3189,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-02 10:50:10,0.0000,0.0,0.0,0.00,Close,0.00,
197,1,2,,Rest,00:03:00,01:37:12,0.0000,54.2400,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-02 10:50:40,0.0000,0.0,0.0,0.00,Close,0.00,
198,1,2,,Rest,00:03:30,01:37:42,0.0000,54.1772,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-02 10:51:10,0.0000,0.0,0.0,0.00,Close,0.00,
199,1,2,,Rest,00:04:00,01:38:12,0.0000,54.1242,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-02 10:51:40,0.0000,0.0,0.0,0.00,Close,0.00,
200,1,2,,Rest,00:04:30,01:38:42,0.0000,54.0784,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-02 10:52:10,0.0000,0.0,0.0,0.00,Close,0.00,
201,1,2,,Rest,00:05:00,01:39:12,0.0000,54.0445,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-02 10:52:40,0.0000,0.0,0.0,0.00,Close,0.00,
202,1,2,,Rest,00:05:30,01:39:42,0.0000,54.0122,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-02 10:53:10,0.0000,0.0,0.0,0.00,Close,0.00,
203,1,2,,Rest,00:06:00,01:40:12,0.0000,53.9832,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-02 10:53:40,0.0000,0.0,0.0,0.00,Close,0.00,
204,1,2,,Rest,00:06:30,01:40:42,0.0000,53.9603,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-02 10:54:10,0.0000,0.0,0.0,0.00,Close,0.00,
205,1,2,,Rest,00:07:00,01:41:12,0.0000,53.9377,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-02 10:54:40,0.0000,0.0,0.0,0.00,Close,0.00,
206,1,2,,Rest,00:07:30,01:41:42,0.0000,53.9209,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-02 10:55:10,0.0000,0.0,0.0,0.00,Close,0.00,
207,1,2,,Rest,00:08:00,01:42:12,0.0000,53.9023,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-02 10:55:40,0.0000,0.0,0.0,0.00,Close,0.00,
208,1,2,,Rest,00:08:30,01:42:42,0.0000,53.8868,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-02 10:56:10,0.0000,0.0,0.0,0.00,Close,0.00,
209,1,2,,Rest,00:09:00,01:43:12,0.0000,53.8704,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-02 10:56:40,0.0000,0.0,0.0,0.00,Close,0.00,
210,1,2,,Rest,00:09:30,01:43:42,0.0000,53.8565,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-02 10:57:10,0.0000,0.0,0.0,0.00,Close,0.00,
211,1,2,,Rest,00:10:00,01:44:12,0.0000,53.8468,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-02 10:57:40,0.0000,0.0,0.0,0.00,Close,0.00,
212,1,3,0,CC DChg,00:00:00,01:44:12,-49.9976,53.2643,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,0.0000,0.00,2024-07-02 10:57:40,-2663.0856,0.0,0.0,0.00,Close,0.00,
213,1,3,,CC DChg,00:00:30,01:44:42,-50.0038,52.5753,0.4167,416667.20,0.0000,0.00,0.4167,416667.20,21.9993,21999264.71,0.0000,0.00,21.9993,21999264.71,2024-07-02 10:58:10,-2628.9658,-604.7,-604741.9,0.00,Close,0.40,
214,1,3,,CC DChg,00:01:00,01:45:12,-49.9955,52.3334,0.8333,833332.53,0.0000,0.00,0.8333,833332.53,43.8491,43849110.76,0.0000,0.00,43.8491,43849110.76,2024-07-02 10:58:40,-2616.4324,-1722.5,-1722469.3,0.00,Close,0.80,
215,1,3,,CC DChg,00:01:30,01:45:42,-49.9991,52.2234,1.2500,1249999.47,0.0000,0.00,1.2500,1249999.47,65.6285,65628541.16,0.0000,0.00,65.6285,65628541.16,2024-07-02 10:59:10,-2611.1204,-3787.9,-3787881.2,0.00,Close,1.21,
216,1,3,,CC DChg,00:02:00,01:46:12,-49.9969,52.1885,1.6667,1666665.78,0.0000,0.00,1.6667,1666665.78,87.3802,87380241.07,0.0000,0.00,87.3802,87380241.07,2024-07-02 10:59:40,-2609.2637,-11938.9,-11938862.8,0.00,Close,1.61,
217,1,3,,CC DChg,00:02:30,01:46:42,-50.0002,52.1793,2.0833,2083335.11,0.0000,0.00,2.0833,2083335.11,109.1235,109123515.73,0.0000,0.00,109.1235,109123515.73,2024-07-02 11:00:10,-2608.9775,-45290.1,-45290144.9,0.00,Close,2.01,
218,1,3,,CC DChg,00:03:00,01:47:12,-50.0031,52.1759,2.5000,2499998.93,0.0000,0.00,2.5000,2499998.93,130.8643,130864344.18,0.0000,0.00,130.8643,130864344.18,2024-07-02 11:00:40,-2608.9573,-122548.2,-122548183.0,0.00,Close,2.41,
219,1,3,,CC DChg,00:03:30,01:47:42,-50.0012,52.1776,2.9167,2916665.24,0.0000,0.00,2.9167,2916665.24,152.6050,152605036.09,0.0000,0.00,152.6050,152605036.09,2024-07-02 11:01:10,-2608.9421,245097.8,245097830.1,0.00,Close,2.82,
220,1,3,,CC DChg,00:04:00,01:48:12,-49.9974,52.1773,3.3333,3333332.98,0.0000,0.00,3.3333,3333332.98,174.3461,174346080.71,0.0000,0.00,174.3461,174346080.71,2024-07-02 11:01:40,-2608.7278,-1388892.4,-1388892444.5,0.00,Close,3.22,
221,1,3,,CC DChg,00:04:30,01:48:42,-50.0021,52.1789,3.7500,3749999.29,0.0000,0.00,3.7500,3749999.29,196.0873,196087261.87,0.0000,0.00,196.0873,196087261.87,2024-07-02 11:02:10,-2609.0525,260416.4,260416444.4,0.00,Close,3.62,
222,1,3,,CC DChg,00:05:00,01:49:12,-49.9972,52.1775,4.1667,4166664.53,0.0000,0.00,4.1667,4166664.53,217.8283,217828260.98,0.0000,0.00,217.8283,217828260.98,2024-07-02 11:02:40,-2608.7305,-297618.0,-297618031.7,0.00,Close,4.02,
223,1,3,,CC DChg,00:05:30,01:49:42,-49.9976,52.1787,4.5833,4583329.42,0.0000,0.00,4.5833,4583329.42,239.5696,239569624.18,0.0000,0.00,239.5696,239569624.18,2024-07-02 11:03:10,-2608.8092,347220.7,347220740.7,0.00,Close,4.42,
224,1,3,,CC DChg,00:06:00,01:50:12,-49.9976,52.1799,5.0000,4999996.80,0.0000,0.00,5.0000,4999996.80,261.3111,261311101.16,0.0000,0.00,261.3111,261311101.16,2024-07-02 11:03:40,-2608.8672,347222.8,347222814.8,0.00,Close,4.83,
225,1,3,,CC DChg,00:06:30,01:50:42,-49.9993,52.1790,5.4167,5416664.53,0.0000,0.00,5.4167,5416664.53,283.0527,283052714.67,0.0000,0.00,283.0527,283052714.67,2024-07-02 11:04:10,-2608.9150,-462964.1,-462964148.1,0.00,Close,5.23,
226,1,3,,CC DChg,00:07:00,01:51:12,-49.9992,52.1790,5.8333,5833332.62,0.0000,0.00,5.8333,5833332.62,304.7942,304794214.40,0.0000,0.00,304.7942,304794214.40,2024-07-02 11:04:40,-2608.9077,0.0,0.0,0.00,Close,5.63,
227,1,3,,CC DChg,00:07:30,01:51:42,-49.9952,52.1786,6.2500,6249999.64,0.0000,0.00,6.2500,6249999.64,326.5354,326535395.56,0.0000,0.00,326.5354,326535395.56,2024-07-02 11:05:10,-2608.6806,-1041667.6,-1041667555.6,0.00,Close,6.03,
228,1,3,,CC DChg,00:08:00,01:52:12,-49.9979,52.1789,6.6667,6666664.53,0.0000,0.00,6.6667,6666664.53,348.2763,348276303.64,0.0000,0.00,348.2763,348276303.64,2024-07-02 11:05:40,-2608.8359,1388883.0,1388882963.0,0.00,Close,6.44,
229,1,3,,CC DChg,00:08:30,01:52:42,-49.9996,52.1790,7.0833,7083331.56,0.0000,0.00,7.0833,7083331.56,370.0177,370017735.11,0.0000,0.00,370.0177,370017735.11,2024-07-02 11:06:10,-2608.9291,4166670.2,4166670222.1,0.00,Close,6.84,
230,1,3,,CC DChg,00:09:00,01:53:12,-49.9998,52.1765,7.5000,7499997.16,0.0000,0.00,7.5000,7499997.16,391.7587,391758688.71,0.0000,0.00,391.7587,391758688.71,2024-07-02 11:06:40,-2608.8140,-166666.2,-166666240.0,0.00,Close,7.24,
231,1,3,,CC DChg,00:09:30,01:53:42,-50.0033,52.1770,7.9167,7916663.47,0.0000,0.00,7.9167,7916663.47,413.4996,413499574.04,0.0000,0.00,413.4996,413499574.04,2024-07-02 11:07:10,-2609.0237,833332.6,833332622.2,0.00,Close,7.64,
232,1,3,,CC DChg,00:10:00,01:54:12,-49.9985,52.1758,8.3333,8333331.20,0.0000,0.00,8.3333,8333331.20,435.2400,435240049.78,0.0000,0.00,435.2400,435240049.78,2024-07-02 11:07:40,-2608.7123,-347223.1,-347223111.1,0.00,Close,8.04,
233,1,3,,CC DChg,00:10:30,01:54:42,-50.0021,52.1745,8.7500,8749997.51,0.0000,0.00,8.7500,8749997.51,456.9797,456979660.80,0.0000,0.00,456.9797,456979660.80,2024-07-02 11:08:10,-2608.8325,-320512.5,-320512547.0,0.00,Close,8.45,
234,1,3,,CC DChg,00:11:00,01:55:12,-49.9967,52.1735,9.1667,9166665.24,0.0000,0.00,9.1667,9166665.24,478.7187,478718680.18,0.0000,0.00,478.7187,478718680.18,2024-07-02 11:08:40,-2608.5013,-416667.7,-416667733.3,0.00,Close,8.85,
235,1,3,,CC DChg,00:11:30,01:55:42,-50.0011,52.1718,9.5833,9583330.13,0.0000,0.00,9.5833,9583330.13,500.4572,500457244.44,0.0000,0.00,500.4572,500457244.44,2024-07-02 11:09:10,-2608.6448,-245097.0,-245096993.5,0.00,Close,9.25,
236,1,3,,CC DChg,00:12:00,01:56:12,-50.0029,52.1697,10.0000,9999994.31,0.0000,0.00,10.0000,9999994.31,522.1952,522195217.07,0.0000,0.00,522.1952,522195217.07,2024-07-02 11:09:40,-2608.6337,-198411.5,-198411513.2,0.00,Close,9.65,
237,1,3,,CC DChg,00:12:30,01:56:42,-49.9999,52.1699,10.4167,10416662.04,0.0000,0.00,10.4167,10416662.04,543.9326,543932598.04,0.0000,0.00,543.9326,543932598.04,2024-07-02 11:10:10,-2608.4919,2083338.7,2083338666.7,0.00,Close,10.05,
238,1,3,,CC DChg,00:13:00,01:57:12,-49.9985,52.1680,10.8333,10833327.64,0.0000,0.00,10.8333,10833327.64,565.6691,565669114.31,0.0000,0.00,565.6691,565669114.31,2024-07-02 11:10:40,-2608.3202,-219297.7,-219297684.2,0.00,Close,10.46,
239,1,3,,CC DChg,00:13:30,01:57:42,-50.0027,52.1662,11.2500,11249995.38,0.0000,0.00,11.2500,11249995.38,587.4052,587405175.47,0.0000,0.00,587.4052,587405175.47,2024-07-02 11:11:10,-2608.4503,-231482.1,-231482074.1,0.00,Close,10.86,
240,1,3,,CC DChg,00:14:00,01:58:12,-50.0041,52.1623,11.6667,11666662.40,0.0000,0.00,11.6667,11666662.40,609.1403,609140326.40,0.0000,0.00,609.1403,609140326.40,2024-07-02 11:11:40,-2608.3310,-106837.7,-106837698.0,0.00,Close,11.26,
241,1,3,,CC DChg,00:14:30,01:58:42,-49.9984,52.1612,12.0833,12083326.58,0.0000,0.00,12.0833,12083326.58,630.8746,630874612.62,0.0000,0.00,630.8746,630874612.62,2024-07-02 11:12:10,-2607.9765,-378785.6,-378785616.2,0.00,Close,11.66,
242,1,3,,CC DChg,00:15:00,01:59:12,-50.0026,52.1591,12.5000,12499995.02,0.0000,0.00,12.5000,12499995.02,652.6079,652607852.09,0.0000,0.00,652.6079,652607852.09,2024-07-02 11:12:40,-2608.0901,-198413.5,-198413545.0,0.00,Close,12.07,
243,1,3,,CC DChg,00:15:30,01:59:42,-49.9994,52.1553,12.9167,12916660.62,0.0000,0.00,12.9167,12916660.62,674.3401,674340135.82,0.0000,0.00,674.3401,674340135.82,2024-07-02 11:13:10,-2607.7358,-109648.8,-109648842.1,0.00,Close,12.47,
244,1,3,,CC DChg,00:16:00,02:00:12,-49.9981,52.1548,13.3333,13333330.49,0.0000,0.00,13.3333,13333330.49,696.0718,696071827.91,0.0000,0.00,696.0718,696071827.91,2024-07-02 11:13:40,-2607.6435,-833339.7,-833339733.3,0.00,Close,12.87,
245,1,3,,CC DChg,00:16:30,02:00:42,-50.0013,52.1538,13.7500,13749997.51,0.0000,0.00,13.7500,13749997.51,717.8025,717802518.76,0.0000,0.00,717.8025,717802518.76,2024-07-02 11:14:10,-2607.7578,-416667.0,-416667022.2,0.00,Close,13.27,
246,1,3,,CC DChg,00:17:00,02:01:12,-49.9996,52.1507,14.1667,14166665.96,0.0000,0.00,14.1667,14166665.96,739.5321,739532071.82,0.0000,0.00,739.5321,739532071.82,2024-07-02 11:14:40,-2607.5126,-134409.2,-134409175.6,0.00,Close,13.67,
247,1,3,,CC DChg,00:17:30,02:01:42,-49.9989,52.1475,14.5833,14583331.56,0.0000,0.00,14.5833,14583331.56,761.2607,761260669.16,0.0000,0.00,761.2607,761260669.16,2024-07-02 11:15:10,-2607.3161,-130208.0,-130208000.0,0.00,Close,14.08,
248,1,3,,CC DChg,00:18:00,02:02:12,-50.0011,52.1445,15.0000,14999997.16,0.0000,0.00,15.0000,14999997.16,782.9881,782988083.20,0.0000,0.00,782.9881,782988083.20,2024-07-02 11:15:40,-2607.2850,-138888.5,-138888533.3,0.00,Close,14.48,
249,1,3,,CC DChg,00:18:30,02:02:42,-49.9993,52.1421,15.4167,15416665.60,0.0000,0.00,15.4167,15416665.60,804.7141,804714086.40,0.0000,0.00,804.7141,804714086.40,2024-07-02 11:16:10,-2607.0680,-173611.9,-173611851.9,0.00,Close,14.88,
250,1,3,,CC DChg,00:19:00,02:03:12,-50.0038,52.1402,15.8333,15833331.20,0.0000,0.00,15.8333,15833331.20,826.4394,826439361.42,0.0000,0.00,826.4394,826439361.42,2024-07-02 11:16:40,-2607.2087,-219297.7,-219297684.2,0.00,Close,15.28,
251,1,3,,CC DChg,00:19:30,02:03:42,-49.9985,52.1380,16.2500,16249998.22,0.0000,0.00,16.2500,16249998.22,848.1637,848163726.22,0.0000,0.00,848.1637,848163726.22,2024-07-02 11:17:10,-2606.8228,-189394.1,-189394101.0,0.00,Close,15.69,
252,1,3,,CC DChg,00:20:00,02:04:12,-50.0006,52.1357,16.6667,16666663.82,0.0000,0.00,16.6667,16666663.82,869.8871,869887089.78,0.0000,0.00,869.8871,869887089.78,2024-07-02 11:17:40,-2606.8142,-181159.0,-181158956.5,0.00,Close,16.09,
253,1,3,,CC DChg,00:20:30,02:04:42,-50.0037,52.1298,17.0833,17083329.42,0.0000,0.00,17.0833,17083329.42,891.6091,891609088.00,0.0000,0.00,891.6091,891609088.00,2024-07-02 11:18:10,-2606.6818,-70621.3,-70621288.1,0.00,Close,16.49,
254,1,3,,CC DChg,00:21:00,02:05:12,-50.0014,52.1267,17.5000,17499995.02,0.0000,0.00,17.5000,17499995.02,913.3296,913329629.87,0.0000,0.00,913.3296,913329629.87,2024-07-02 11:18:40,-2606.4090,-134408.3,-134408258.1,0.00,Close,16.89,
255,1,3,,CC DChg,00:21:30,02:05:42,-50.0033,52.1248,17.9167,17916664.89,0.0000,0.00,17.9167,17916664.89,935.0490,935048988.44,0.0000,0.00,935.0490,935048988.44,2024-07-02 11:19:10,-2606.4125,-219299.9,-219299929.8,0.00,Close,17.29,
256,1,3,,CC DChg,00:22:00,02:06:12,-50.0009,52.1190,18.3333,18333330.49,0.0000,0.00,18.3333,18333330.49,956.7668,956766799.64,0.0000,0.00,956.7668,956766799.64,2024-07-02 11:19:40,-2605.9948,-71838.9,-71838896.6,0.00,Close,17.70,
257,1,3,,CC DChg,00:22:30,02:06:42,-50.0025,52.1175,18.7500,18749997.51,0.0000,0.00,18.7500,18749997.51,978.4830,978482972.44,0.0000,0.00,978.4830,978482972.44,2024-07-02 11:20:10,-2606.0053,-277778.0,-277778014.8,0.00,Close,18.10,
258,1,3,,CC DChg,00:23:00,02:07:12,-50.0046,52.1148,19.1667,19166665.96,0.0000,0.00,19.1667,19166665.96,1000.1981,1000198052.98,0.0000,0.00,1000.1981,1000198052.98,2024-07-02 11:20:40,-2605.9808,-154321.6,-154321646.1,0.00,Close,18.50,
259,1,3,,CC DChg,00:23:30,02:07:42,-50.0067,52.1117,19.5833,19583331.56,0.0000,0.00,19.5833,19583331.56,1021.9120,1021912041.24,0.0000,0.00,1021.9120,1021912041.24,2024-07-02 11:21:10,-2605.9321,-134408.3,-134408258.1,0.00,Close,18.90,
260,1,3,,CC DChg,00:24:00,02:08:12,-50.0032,52.1083,20.0000,20000002.84,0.0000,0.00,20.0000,20000002.84,1043.6242,1043624209.07,0.0000,0.00,1043.6242,1043624209.07,2024-07-02 11:21:40,-2605.5838,-122550.4,-122550379.1,0.00,Close,19.31,
261,1,3,,CC DChg,00:24:30,02:08:42,-49.9998,52.1032,20.4167,20416668.44,0.0000,0.00,20.4167,20416668.44,1065.3347,1065334738.49,0.0000,0.00,1065.3347,1065334738.49,2024-07-02 11:22:10,-2605.1496,-81699.1,-81699137.3,0.00,Close,19.71,
262,1,3,,CC DChg,00:25:00,02:09:12,-50.0008,52.0972,20.8333,20833331.20,0.0000,0.00,20.8333,20833331.20,1087.0430,1087042992.36,0.0000,0.00,1087.0430,1087042992.36,2024-07-02 11:22:40,-2604.9027,-69443.8,-69443792.6,0.00,Close,20.11,
263,1,3,,CC DChg,00:25:30,02:09:42,-50.0006,52.0912,21.2500,21249998.22,0.0000,0.00,21.2500,21249998.22,1108.7493,1108749334.76,0.0000,0.00,1108.7493,1108749334.76,2024-07-02 11:23:10,-2604.5928,-69444.5,-69444503.7,0.00,Close,20.51,
264,1,3,,CC DChg,00:26:00,02:10:12,-50.0025,52.0893,21.6667,21666663.82,0.0000,0.00,21.6667,21666663.82,1130.4539,1130453947.73,0.0000,0.00,1130.4539,1130453947.73,2024-07-02 11:23:40,-2604.5973,-219297.7,-219297684.2,0.00,Close,20.91,
265,1,3,,CC DChg,00:26:30,02:10:42,-50.0009,52.0844,22.0833,22083330.84,0.0000,0.00,22.0833,22083330.84,1152.1568,1152156831.29,0.0000,0.00,1152.1568,1152156831.29,2024-07-02 11:24:10,-2604.2664,-85034.1,-85034086.2,0.00,Close,21.32,
266,1,3,,CC DChg,00:27:00,02:11:12,-49.9981,52.0801,22.5000,22499995.02,0.0000,0.00,22.5000,22499995.02,1173.8578,1173857803.38,0.0000,0.00,1173.8578,1173857803.38,2024-07-02 11:24:40,-2603.9060,-96898.6,-96898646.0,0.00,Close,21.72,
267,1,3,,CC DChg,00:27:30,02:11:42,-50.0007,52.0746,22.9167,22916662.04,0.0000,0.00,22.9167,22916662.04,1195.5569,1195556864.00,0.0000,0.00,1195.5569,1195556864.00,2024-07-02 11:25:10,-2603.7644,-75757.6,-75757640.4,0.00,Close,22.12,
268,1,3,,CC DChg,00:28:00,02:12:12,-50.0001,52.0681,23.3333,23333329.07,0.0000,0.00,23.3333,23333329.07,1217.2534,1217253376.00,0.0000,0.00,1217.2534,1217253376.00,2024-07-02 11:25:40,-2603.4123,-64102.6,-64102618.8,0.00,Close,22.52,
269,1,3,,CC DChg,00:28:30,02:12:42,-50.0071,52.0658,23.7500,23749990.40,0.0000,0.00,23.7500,23749990.40,1238.9477,1238947703.47,0.0000,0.00,1238.9477,1238947703.47,2024-07-02 11:26:10,-2603.6576,-181157.1,-181157101.4,0.00,Close,22.92,
270,1,3,,CC DChg,00:29:00,02:13:12,-50.0016,52.0592,24.1667,24166658.84,0.0000,0.00,24.1667,24166658.84,1260.6398,1260639846.40,0.0000,0.00,1260.6398,1260639846.40,2024-07-02 11:26:40,-2603.0423,-63131.6,-63131582.5,0.00,Close,23.33,
271,1,3,,CC DChg,00:29:30,02:13:42,-49.9947,52.0506,24.5833,24583327.29,0.0000,0.00,24.5833,24583327.29,1282.3293,1282329349.69,0.0000,0.00,1282.3293,1282329349.69,2024-07-02 11:27:10,-2602.2547,-48449.8,-48449819.1,0.00,Close,23.73,
272,1,3,,CC DChg,00:30:00,02:14:12,-49.9987,52.0442,25.0000,24999992.89,0.0000,0.00,25.0000,24999992.89,1304.0158,1304015758.22,0.0000,0.00,1304.0158,1304015758.22,2024-07-02 11:27:40,-2602.1413,-65104.0,-65104000.0,0.00,Close,24.13,
273,1,3,,CC DChg,00:30:30,02:14:42,-50.0021,52.0386,25.4167,25416661.33,0.0000,0.00,25.4167,25416661.33,1325.7000,1325699982.22,0.0000,0.00,1325.7000,1325699982.22,2024-07-02 11:28:10,-2602.0419,-74405.1,-74405079.4,0.00,Close,24.53,
274,1,3,,CC DChg,00:31:00,02:15:12,-49.9991,52.0311,25.8333,25833329.78,0.0000,0.00,25.8333,25833329.78,1347.3810,1347381020.44,0.0000,0.00,1347.3810,1347381020.44,2024-07-02 11:28:40,-2601.5082,-55555.8,-55555792.6,0.00,Close,24.94,
275,1,3,,CC DChg,00:31:30,02:15:42,-50.0008,52.0228,26.2500,26249992.53,0.0000,0.00,26.2500,26249992.53,1369.0590,1369058963.91,0.0000,0.00,1369.0590,1369058963.91,2024-07-02 11:29:10,-2601.1827,-50200.3,-50200332.0,0.00,Close,25.34,
276,1,3,,CC DChg,00:32:00,02:16:12,-49.9999,52.0158,26.6667,26666658.13,0.0000,0.00,26.6667,26666658.13,1390.7341,1390734085.69,0.0000,0.00,1390.7341,1390734085.69,2024-07-02 11:29:40,-2600.7832,-59523.7,-59523657.1,0.00,Close,25.74,
277,1,3,,CC DChg,00:32:30,02:16:42,-49.9976,52.0068,27.0833,27083323.73,0.0000,0.00,27.0833,27083323.73,1412.4057,1412405748.62,0.0000,0.00,1412.4057,1412405748.62,2024-07-02 11:30:10,-2600.2147,-46296.2,-46296177.8,0.00,Close,26.14,
278,1,3,,CC DChg,00:33:00,02:17:12,-50.0002,51.9988,27.5000,27499992.18,0.0000,0.00,27.5000,27499992.18,1434.0733,1434073315.56,0.0000,0.00,1434.0733,1434073315.56,2024-07-02 11:30:40,-2599.9520,-52083.6,-52083555.6,0.00,Close,26.54,
279,1,3,,CC DChg,00:33:30,02:17:42,-49.9980,51.9901,27.9167,27916657.78,0.0000,0.00,27.9167,27916657.78,1455.7376,1455737605.69,0.0000,0.00,1455.7376,1455737605.69,2024-07-02 11:31:10,-2599.4021,-47892.6,-47892597.7,0.00,Close,26.95,
280,1,3,,CC DChg,00:34:00,02:18:12,-50.0033,51.9810,28.3333,28333323.38,0.0000,0.00,28.3333,28333323.38,1477.3984,1477398436.98,0.0000,0.00,1477.3984,1477398436.98,2024-07-02 11:31:40,-2599.2210,-45787.4,-45787428.6,0.00,Close,27.35,
281,1,3,,CC DChg,00:34:30,02:18:42,-50.0013,51.9720,28.7500,28749991.82,0.0000,0.00,28.7500,28749991.82,1499.0549,1499054899.20,0.0000,0.00,1499.0549,1499054899.20,2024-07-02 11:32:10,-2598.6676,-46296.5,-46296493.8,0.00,Close,27.75,
282,1,3,,CC DChg,00:35:00,02:19:12,-49.9983,51.9576,29.1667,29166654.58,0.0000,0.00,29.1667,29166654.58,1520.7068,1520706810.31,0.0000,0.00,1520.7068,1520706810.31,2024-07-02 11:32:40,-2597.7891,-28934.9,-28934913.6,0.00,Close,28.15,
283,1,3,,CC DChg,00:35:30,02:19:42,-50.0010,51.9463,29.5833,29583323.02,0.0000,0.00,29.5833,29583323.02,1542.3532,1542353169.07,0.0000,0.00,1542.3532,1542353169.07,2024-07-02 11:33:10,-2597.3690,-36873.3,-36873313.7,0.00,Close,28.56,
284,1,3,,CC DChg,00:36:00,02:20:12,-50.0024,51.9361,30.0000,29999988.62,0.0000,0.00,30.0000,29999988.62,1563.9944,1563994430.58,0.0000,0.00,1563.9944,1563994430.58,2024-07-02 11:33:40,-2596.9286,-40849.6,-40849568.6,0.00,Close,28.96,
